SITE,STATION,DATE,NAME,TEMP,DEWP,STP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP,MONTH,AQI
los-angeles,72287493134,2024-03-12,"LOS ANGELES DOWNTOWN USC, CA US",59.4,49.1,13.0,9.7,0.7,6.0,66.9,54.0,0.0,3,38.0
los-angeles,72287493134,2024-03-13,"LOS ANGELES DOWNTOWN USC, CA US",61.8,49.7,10.1,9.9,1.0,5.1,69.1,55.9,0.0,3,37.0
los-angeles,72287493134,2024-03-14,"LOS ANGELES DOWNTOWN USC, CA US",62.7,35.4,4.4,10.0,3.0,12.0,71.1,53.1,0.0,3,39.0
los-angeles,72287493134,2024-03-15,"LOS ANGELES DOWNTOWN USC, CA US",63.0,36.5,2.0,9.8,2.4,7.0,71.1,53.1,0.0,3,40.0
los-angeles,72287493134,2024-03-16,"LOS ANGELES DOWNTOWN USC, CA US",61.5,46.5,8.5,10.0,1.8,7.0,70.0,55.0,0.0,3,39.0
los-angeles,72287493134,2024-03-17,"LOS ANGELES DOWNTOWN USC, CA US",59.5,47.9,11.3,10.0,1.2,4.1,71.1,52.0,0.0,3,44.0
los-angeles,72287493134,2024-03-18,"LOS ANGELES DOWNTOWN USC, CA US",62.3,49.1,10.4,10.0,1.2,7.0,75.0,52.0,0.0,3,45.0
los-angeles,72287493134,2024-03-19,"LOS ANGELES DOWNTOWN USC, CA US",63.5,50.2,10.6,9.9,1.1,5.1,75.0,53.1,0.0,3,46.0
los-angeles,72287493134,2024-03-20,"LOS ANGELES DOWNTOWN USC, CA US",61.2,53.3,9.5,6.2,1.1,5.1,73.0,54.0,0.0,3,61.0
los-angeles,72287493134,2024-03-21,"LOS ANGELES DOWNTOWN USC, CA US",62.0,52.7,11.3,7.6,1.3,6.0,71.1,54.0,0.0,3,54.0
los-angeles,72287493134,2024-03-22,"LOS ANGELES DOWNTOWN USC, CA US",60.6,52.7,12.0,6.9,0.7,4.1,71.1,54.0,0.0,3,61.0
los-angeles,72287493134,2024-03-23,"LOS ANGELES DOWNTOWN USC, CA US",59.9,51.9,7.2,8.6,2.6,8.9,72.0,54.0,0.0,3,40.0
los-angeles,72287493134,2024-03-24,"LOS ANGELES DOWNTOWN USC, CA US",57.2,43.3,2.6,10.0,3.2,8.9,64.9,50.0,0.28,3,38.0
los-angeles,72287493134,2024-03-25,"LOS ANGELES DOWNTOWN USC, CA US",57.9,40.9,4.9,10.0,2.4,6.0,66.9,50.0,0.01,3,37.0
los-angeles,72287493134,2024-03-26,"LOS ANGELES DOWNTOWN USC, CA US",59.7,47.9,9.4,10.0,2.1,5.1,66.9,50.0,0.0,3,36.0
los-angeles,72287493134,2024-03-27,"LOS ANGELES DOWNTOWN USC, CA US",59.9,47.9,13.9,9.7,1.5,6.0,70.0,54.0,0.0,3,46.0
los-angeles,72287493134,2024-03-28,"LOS ANGELES DOWNTOWN USC, CA US",59.0,50.4,12.6,8.8,0.9,5.1,66.9,54.0,0.0,3,44.0
los-angeles,72287493134,2024-03-29,"LOS ANGELES DOWNTOWN USC, CA US",57.8,45.8,8.0,9.9,1.1,6.0,63.0,54.0,0.0,3,40.0
los-angeles,72287493134,2024-03-30,"LOS ANGELES DOWNTOWN USC, CA US",55.2,47.6,1.7,7.7,5.8,13.0,60.1,51.1,0.94,3,41.0
los-angeles,72287493134,2024-03-31,"LOS ANGELES DOWNTOWN USC, CA US",55.4,46.4,1.7,9.2,6.3,12.0,63.0,51.1,1.13,3,39.0
los-angeles,72287493134,2024-04-01,"LOS ANGELES DOWNTOWN USC, CA US",59.3,45.1,5.6,10.0,1.3,6.0,68.0,52.0,0.03,4,40.0
los-angeles,72287493134,2024-04-02,"LOS ANGELES DOWNTOWN USC, CA US",63.0,46.5,15.1,10.0,1.7,6.0,73.0,53.1,0.0,4,40.0
los-angeles,72287493134,2024-04-03,"LOS ANGELES DOWNTOWN USC, CA US",64.3,49.4,15.5,10.0,0.6,4.1,75.9,53.1,0.0,4,46.0
los-angeles,72287493134,2024-04-04,"LOS ANGELES DOWNTOWN USC, CA US",59.9,49.2,7.7,10.0,1.5,6.0,75.9,54.0,0.0,4,43.0
los-angeles,72287493134,2024-04-05,"LOS ANGELES DOWNTOWN USC, CA US",52.9,40.0,7.1,9.4,3.1,9.9,66.0,46.9,0.06,4,40.0
los-angeles,72287493134,2024-04-06,"LOS ANGELES DOWNTOWN USC, CA US",54.0,36.8,14.4,10.0,2.2,11.1,64.9,46.0,0.04,4,43.0
los-angeles,72287493134,2024-04-07,"LOS ANGELES DOWNTOWN USC, CA US",56.9,39.6,13.6,10.0,0.8,5.1,68.0,46.0,0.0,4,53.0
los-angeles,72287493134,2024-04-08,"LOS ANGELES DOWNTOWN USC, CA US",59.3,44.1,7.9,10.0,0.8,4.1,73.9,48.0,0.0,4,41.0
los-angeles,72287493134,2024-04-09,"LOS ANGELES DOWNTOWN USC, CA US",68.1,36.3,9.8,10.0,0.8,5.1,81.0,50.0,0.0,4,43.0
los-angeles,72287493134,2024-04-10,"LOS ANGELES DOWNTOWN USC, CA US",68.7,41.7,10.9,9.9,0.8,4.1,81.0,53.1,0.0,4,49.0
los-angeles,72287493134,2024-04-11,"LOS ANGELES DOWNTOWN USC, CA US",65.3,53.0,7.2,8.3,0.8,4.1,81.0,55.9,0.0,4,64.0
los-angeles,72287493134,2024-04-12,"LOS ANGELES DOWNTOWN USC, CA US",58.6,51.2,5.1,6.6,1.0,6.0,78.1,55.9,0.0,4,59.0
los-angeles,72287493134,2024-04-13,"LOS ANGELES DOWNTOWN USC, CA US",61.3,46.4,10.1,9.8,4.1,9.9,64.0,55.9,0.0,4,44.0
los-angeles,72287493134,2024-04-14,"LOS ANGELES DOWNTOWN USC, CA US",52.7,47.6,13.0,7.3,2.0,6.0,64.9,48.9,0.36,4,47.0
los-angeles,72287493134,2024-04-15,"LOS ANGELES DOWNTOWN USC, CA US",56.1,48.3,12.5,9.1,1.0,5.1,66.0,48.0,0.17,4,45.0
los-angeles,72287493134,2024-04-16,"LOS ANGELES DOWNTOWN USC, CA US",62.8,48.5,10.4,10.0,1.3,7.0,79.0,48.0,0.0,4,47.0
los-angeles,72287493134,2024-04-17,"LOS ANGELES DOWNTOWN USC, CA US",64.7,50.5,9.4,10.0,0.7,4.1,79.0,52.0,0.0,4,49.0
los-angeles,72287493134,2024-04-18,"LOS ANGELES DOWNTOWN USC, CA US",61.9,52.6,8.7,7.3,0.6,6.0,77.0,55.9,0.0,4,60.0
los-angeles,72287493134,2024-04-19,"LOS ANGELES DOWNTOWN USC, CA US",62.0,51.7,8.3,10.0,1.2,5.1,72.0,55.9,0.0,4,51.0
los-angeles,72287493134,2024-04-20,"LOS ANGELES DOWNTOWN USC, CA US",61.4,51.6,9.3,9.0,1.5,5.1,70.0,57.0,0.0,4,56.0
los-angeles,72287493134,2024-04-21,"LOS ANGELES DOWNTOWN USC, CA US",61.8,53.6,8.8,8.0,1.1,7.0,71.1,55.0,0.0,4,60.0
los-angeles,72287493134,2024-04-22,"LOS ANGELES DOWNTOWN USC, CA US",61.6,55.3,6.3,4.6,0.7,5.1,71.1,55.0,0.0,4,64.0
los-angeles,72287493134,2024-04-23,"LOS ANGELES DOWNTOWN USC, CA US",62.6,53.1,8.2,9.7,1.4,5.1,68.0,60.1,0.0,4,47.0
los-angeles,72287493134,2024-04-24,"LOS ANGELES DOWNTOWN USC, CA US",61.7,50.2,10.8,10.0,1.0,6.0,68.0,57.0,0.0,4,45.0
los-angeles,72287493134,2024-04-25,"LOS ANGELES DOWNTOWN USC, CA US",60.6,49.4,11.2,10.0,1.9,5.1,68.0,55.9,0.0,4,40.0
los-angeles,72287493134,2024-04-26,"LOS ANGELES DOWNTOWN USC, CA US",61.7,51.1,8.2,10.0,1.1,6.0,70.0,55.9,0.0,4,36.0
los-angeles,72287493134,2024-04-27,"LOS ANGELES DOWNTOWN USC, CA US",63.5,49.8,6.9,10.0,1.9,6.0,71.1,57.9,0.0,4,36.0
los-angeles,72287493134,2024-04-28,"LOS ANGELES DOWNTOWN USC, CA US",63.3,50.1,9.3,10.0,1.0,6.0,73.9,55.9,0.0,4,46.0
los-angeles,72287493134,2024-04-29,"LOS ANGELES DOWNTOWN USC, CA US",64.7,52.0,7.1,9.8,0.9,4.1,75.0,55.0,0.0,4,55.0
los-angeles,72287493134,2024-04-30,"LOS ANGELES DOWNTOWN USC, CA US",65.1,53.5,4.6,9.6,1.4,7.0,75.0,57.0,0.0,4,55.0
los-angeles,72287493134,2024-05-01,"LOS ANGELES DOWNTOWN USC, CA US",65.4,53.5,4.6,9.9,0.7,2.9,72.0,60.1,0.0,5,58.0
los-angeles,72287493134,2024-05-02,"LOS ANGELES DOWNTOWN USC, CA US",63.5,54.2,5.4,9.1,0.3,2.9,72.0,57.9,0.0,5,59.0
los-angeles,72287493134,2024-05-03,"LOS ANGELES DOWNTOWN USC, CA US",64.4,54.6,5.2,9.1,1.6,5.1,72.0,57.9,0.0,5,54.0
los-angeles,72287493134,2024-05-04,"LOS ANGELES DOWNTOWN USC, CA US",62.7,53.5,5.7,10.0,1.0,6.0,71.1,60.1,0.0,5,45.0
los-angeles,72287493134,2024-05-05,"LOS ANGELES DOWNTOWN USC, CA US",60.8,48.6,6.0,9.4,1.9,6.0,72.0,54.0,0.13,5,39.0
los-angeles,72287493134,2024-05-06,"LOS ANGELES DOWNTOWN USC, CA US",63.6,41.5,9.0,10.0,2.2,7.0,72.0,54.0,0.0,5,40.0
los-angeles,72287493134,2024-05-07,"LOS ANGELES DOWNTOWN USC, CA US",63.6,49.2,7.1,10.0,1.3,5.1,73.9,55.0,0.0,5,44.0
los-angeles,72287493134,2024-05-08,"LOS ANGELES DOWNTOWN USC, CA US",64.5,51.8,4.5,9.9,2.0,7.0,73.9,55.0,0.0,5,51.0
los-angeles,72287493134,2024-05-09,"LOS ANGELES DOWNTOWN USC, CA US",65.2,53.2,5.8,10.0,1.2,6.0,75.0,57.9,0.0,5,58.0
los-angeles,72287493134,2024-05-10,"LOS ANGELES DOWNTOWN USC, CA US",63.9,53.6,7.9,9.8,1.5,5.1,75.0,61.0,0.0,5,54.0
los-angeles,72287493134,2024-05-11,"LOS ANGELES DOWNTOWN USC, CA US",62.1,53.5,7.2,9.4,1.1,6.0,70.0,57.9,0.0,5,52.0
los-angeles,72287493134,2024-05-12,"LOS ANGELES DOWNTOWN USC, CA US",63.4,54.2,7.3,8.7,1.0,4.1,71.1,60.1,0.0,5,54.0
los-angeles,72287493134,2024-05-13,"LOS ANGELES DOWNTOWN USC, CA US",62.9,54.6,7.4,8.2,1.0,5.1,72.0,59.0,0.0,5,43.0
los-angeles,72287493134,2024-05-14,"LOS ANGELES DOWNTOWN USC, CA US",63.6,53.0,6.7,9.6,0.6,2.9,70.0,59.0,0.0,5,42.0
los-angeles,72287493134,2024-05-15,"LOS ANGELES DOWNTOWN USC, CA US",62.0,53.2,6.5,10.0,1.1,5.1,71.1,60.1,0.0,5,44.0
los-angeles,72287493134,2024-05-16,"LOS ANGELES DOWNTOWN USC, CA US",62.9,53.2,7.6,10.0,0.8,2.9,68.0,60.1,0.0,5,41.0
los-angeles,72287493134,2024-05-17,"LOS ANGELES DOWNTOWN USC, CA US",63.2,53.8,8.0,10.0,0.9,4.1,69.1,60.1,0.0,5,41.0
los-angeles,72287493134,2024-05-18,"LOS ANGELES DOWNTOWN USC, CA US",62.9,53.5,8.6,10.0,1.3,5.1,69.1,59.0,0.0,5,40.0
los-angeles,72287493134,2024-05-19,"LOS ANGELES DOWNTOWN USC, CA US",62.9,52.1,10.3,10.0,1.4,6.0,72.0,59.0,0.0,5,43.0
los-angeles,72287493134,2024-05-20,"LOS ANGELES DOWNTOWN USC, CA US",59.9,52.0,8.7,10.0,1.3,6.0,72.0,57.0,0.0,5,44.0
fairbanks,70261026411,2024-01-01,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-13.8,-20.8,0.2,10.0,0.4,2.9,-2.9,-25.1,0.0,1,110.0
fairbanks,70261026411,2024-01-02,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-11.0,-17.5,0.6,10.0,2.7,8.0,-2.9,-18.9,0.0,1,43.0
fairbanks,70261026411,2024-01-03,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-10.1,-16.6,993.9,10.0,5.7,9.9,-2.0,-16.1,0.0,1,22.0
fairbanks,70261026411,2024-01-04,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",0.5,-9.1,980.9,9.6,10.4,15.9,10.0,-17.0,0.0,1,36.0
fairbanks,70261026411,2024-01-05,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",1.3,-7.0,982.7,10.0,6.9,12.0,10.0,-13.0,0.0,1,60.0
fairbanks,70261026411,2024-01-06,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-13.1,-20.3,995.8,10.0,1.2,7.0,3.9,-20.0,0.0,1,70.0
fairbanks,70261026411,2024-01-07,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-2.5,-9.6,987.6,10.0,3.1,8.0,15.1,-20.0,0.0,1,45.0
fairbanks,70261026411,2024-01-08,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",17.3,11.8,982.8,7.6,1.0,6.0,19.9,12.9,0.0,1,29.0
fairbanks,70261026411,2024-01-09,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",7.2,1.6,993.3,7.5,1.3,4.1,19.9,1.0,0.04,1,24.0
fairbanks,70261026411,2024-01-10,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-3.3,-9.3,6.8,8.3,2.5,8.0,10.0,-16.1,0.0,1,47.0
fairbanks,70261026411,2024-01-11,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-14.1,-20.8,7.4,10.0,5.0,8.9,3.9,-23.1,0.0,1,66.0
fairbanks,70261026411,2024-01-12,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-9.1,-15.9,0.0,10.0,0.4,2.9,-0.9,-23.1,0.0,1,63.0
fairbanks,70261026411,2024-01-13,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-13.1,-19.6,997.2,10.0,0.8,4.1,-6.0,-20.9,0.0,1,55.0
fairbanks,70261026411,2024-01-14,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-1.3,-9.0,990.9,6.7,2.8,6.0,6.8,-11.9,0.0,1,26.0
fairbanks,70261026411,2024-01-15,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",7.2,1.2,6.4,6.5,2.2,5.1,10.4,-0.9,0.15,1,25.0
fairbanks,70261026411,2024-01-16,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",15.1,10.1,13.2,5.3,1.5,5.1,19.9,-0.9,0.16,1,20.0
fairbanks,70261026411,2024-01-17,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",15.9,9.8,21.3,8.7,5.3,15.0,30.0,3.0,0.08,1,52.0
fairbanks,70261026411,2024-01-18,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-6.9,-12.7,24.3,9.7,1.2,5.1,6.1,-15.0,0.0,1,63.0
fairbanks,70261026411,2024-01-19,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-5.4,-11.7,14.2,10.0,0.2,2.9,3.9,-17.0,0.0,1,66.0
fairbanks,70261026411,2024-01-20,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-14.0,-21.3,4.6,10.0,1.9,15.0,3.9,-25.1,0.0,1,40.0
fairbanks,70261026411,2024-01-21,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-14.8,-23.5,2.4,10.0,6.0,15.0,1.0,-32.1,0.0,1,51.0
fairbanks,70261026411,2024-01-22,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-32.1,-33.0,995.9,10.0,0.8,6.0,-7.1,-40.0,0.0,1,96.0
fairbanks,70261026411,2024-01-23,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-33.5,-35.2,992.7,9.7,0.2,4.1,-25.1,-40.0,0.0,1,75.0
fairbanks,70261026411,2024-01-24,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-31.2,-33.6,995.1,9.2,0.8,4.1,-18.9,-38.0,0.0,1,66.0
fairbanks,70261026411,2024-01-25,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-28.1,-32.1,998.2,8.2,0.3,4.1,-16.6,-36.9,0.01,1,81.0
fairbanks,70261026411,2024-01-26,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-32.9,-38.0,998.5,5.4,0.6,4.1,-22.0,-42.0,0.0,1,77.0
fairbanks,70261026411,2024-01-27,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-35.2,-36.5,991.0,1.6,0.7,5.1,-26.0,-42.0,0.0,1,52.0
fairbanks,70261026411,2024-01-28,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-36.8,-35.75,987.1,2.4,0.0,4.6,-27.9,-43.1,0.0,1,40.0
fairbanks,70261026411,2024-01-29,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-25.1,-35.0,970.1,4.7,0.9,4.1,-20.0,-27.9,0.04,1,20.0
fairbanks,70261026411,2024-01-30,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-18.2,-26.3,978.8,5.9,0.9,4.1,-14.1,-27.0,0.0,1,32.0
fairbanks,70261026411,2024-01-31,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-28.6,-31.4,998.3,9.1,1.0,4.1,-14.1,-41.1,0.0,1,52.0
fairbanks,70261026411,2024-02-01,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-37.8,-25.0,999.1,5.4,0.7,5.1,-23.1,-45.9,0.0,2,70.0
fairbanks,70261026411,2024-02-02,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-40.0,-21.8,6.4,2.2,0.5,4.1,-29.0,-49.0,0.01,2,73.0
fairbanks,70261026411,2024-02-03,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-45.0,-20.200000000000003,8.1,0.3,0.2,4.1,-35.0,-50.1,0.0,2,85.0
fairbanks,70261026411,2024-02-04,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-32.9,-19.4,0.0,6.5,1.5,6.0,-11.9,-50.1,0.0,2,71.0
fairbanks,70261026411,2024-02-05,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-11.7,-18.6,996.5,10.0,0.8,4.1,-2.9,-18.0,0.0,2,76.0
fairbanks,70261026411,2024-02-06,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-6.3,-12.9,995.3,9.7,1.3,5.1,3.0,-20.0,0.0,2,64.0
fairbanks,70261026411,2024-02-07,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-7.4,-13.3,993.1,10.0,0.7,4.1,5.0,-15.0,0.0,2,73.0
fairbanks,70261026411,2024-02-08,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-8.3,-14.4,994.1,10.0,1.5,5.1,5.0,-16.1,0.0,2,80.0
fairbanks,70261026411,2024-02-09,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-1.1,-6.8,983.7,10.0,1.0,6.0,14.0,-16.1,0.0,2,56.0
fairbanks,70261026411,2024-02-10,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",7.2,1.8,970.2,10.0,1.2,6.0,18.0,-11.9,0.0,2,62.0
fairbanks,70261026411,2024-02-11,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",10.3,6.0,980.0,8.4,3.0,8.0,21.0,-2.9,0.0,2,51.0
fairbanks,70261026411,2024-02-12,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",3.0,-1.3,991.9,10.0,1.6,4.1,21.0,-8.0,0.05,2,64.0
fairbanks,70261026411,2024-02-13,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",19.5,13.5,994.5,10.0,2.8,5.1,39.0,-8.0,0.0,2,33.0
fairbanks,70261026411,2024-02-14,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",24.3,15.4,995.1,10.0,2.9,8.0,41.0,14.0,0.0,2,38.0
fairbanks,70261026411,2024-02-15,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",14.9,7.5,995.2,10.0,1.4,5.1,41.0,1.9,0.0,2,56.0
fairbanks,70261026411,2024-02-16,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",7.4,1.7,996.9,10.0,1.9,5.1,30.0,-2.9,0.0,2,57.0
fairbanks,70261026411,2024-02-17,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",2.8,-3.4,994.2,10.0,1.3,5.1,27.0,-9.0,0.0,2,65.0
fairbanks,70261026411,2024-02-18,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",3.8,-2.1,990.7,10.0,0.4,2.9,17.1,-9.0,0.0,2,62.0
fairbanks,70261026411,2024-02-19,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",13.1,6.1,987.6,10.0,1.7,8.0,25.0,-5.1,0.0,2,53.0
fairbanks,70261026411,2024-02-20,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",28.7,20.0,975.3,10.0,4.6,8.0,42.1,23.0,0.0,2,30.0
fairbanks,70261026411,2024-02-21,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",26.1,20.4,978.4,9.1,3.7,11.1,45.0,17.1,0.0,2,33.0
fairbanks,70261026411,2024-02-22,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",23.4,16.1,978.2,10.0,5.6,14.0,34.0,12.0,0.05,2,34.0
fairbanks,70261026411,2024-02-23,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",19.5,13.2,989.5,8.0,5.9,15.0,34.0,3.0,0.0,2,36.0
fairbanks,70261026411,2024-02-24,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",8.5,2.5,993.2,10.0,1.5,6.0,28.9,-5.1,0.0,2,33.0
fairbanks,70261026411,2024-02-25,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",8.5,1.3,0.2,9.3,1.1,5.1,19.9,-5.1,0.0,2,23.0
fairbanks,70261026411,2024-02-26,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-3.3,-11.4,2.8,10.0,3.2,8.9,12.9,-16.1,0.01,2,28.0
fairbanks,70261026411,2024-02-27,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-4.2,-15.4,986.5,10.0,3.2,8.0,14.0,-16.1,0.0,2,34.0
fairbanks,70261026411,2024-02-28,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-16.9,-24.7,991.3,10.0,1.4,6.0,1.9,-31.0,0.0,2,51.0
fairbanks,70261026411,2024-02-29,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-21.8,-26.3,998.0,10.0,0.3,4.1,-5.1,-34.1,0.0,2,57.0
fairbanks,70261026411,2024-03-01,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-24.2,-26.1,8.7,10.0,0.7,2.9,-9.0,-36.0,0.0,3,61.0
fairbanks,70261026411,2024-03-02,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-22.6,-26.5,13.2,9.7,1.0,4.1,-0.0,-36.0,0.0,3,60.0
fairbanks,70261026411,2024-03-03,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-11.8,-23.2,4.2,10.0,1.9,6.0,10.0,-36.0,0.0,3,38.0
fairbanks,70261026411,2024-03-04,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",6.5,-7.4,997.6,10.0,1.2,5.1,19.0,-4.0,0.0,3,40.0
fairbanks,70261026411,2024-03-05,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",16.6,7.0,995.5,8.0,0.9,5.1,23.0,12.0,0.01,3,34.0
fairbanks,70261026411,2024-03-06,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",15.9,9.3,989.0,10.0,4.8,8.9,25.0,3.9,0.02,3,27.0
fairbanks,70261026411,2024-03-07,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",17.2,7.8,985.4,9.4,3.2,8.0,25.0,3.9,0.0,3,28.0
fairbanks,70261026411,2024-03-08,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",6.8,-0.2,984.0,9.8,1.7,8.0,21.9,-11.9,0.0,3,24.0
fairbanks,70261026411,2024-03-09,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",7.6,-0.2,979.8,9.0,2.6,6.0,10.9,3.9,0.0,3,27.0
fairbanks,70261026411,2024-03-10,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",4.6,-7.3,981.6,8.7,5.4,11.1,10.9,-0.9,0.0,3,32.0
fairbanks,70261026411,2024-03-11,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",1.9,-12.2,980.6,9.7,7.8,14.0,8.1,-0.9,0.0,3,29.0
fairbanks,70261026411,2024-03-12,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-1.6,-14.0,983.9,10.0,4.8,8.9,7.0,-11.9,0.0,3,24.0
fairbanks,70261026411,2024-03-13,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",-5.1,-15.2,988.1,10.0,2.8,8.9,7.0,-17.0,0.0,3,28.0
fairbanks,70261026411,2024-03-14,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",4.3,-4.1,996.8,6.2,2.0,6.0,10.0,1.0,0.0,3,16.0
fairbanks,70261026411,2024-03-15,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",1.6,-5.0,7.0,7.2,1.7,6.0,12.0,-9.9,0.08,3,27.0
fairbanks,70261026411,2024-03-16,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",7.5,-4.8,0.1,10.0,4.5,9.9,15.1,-9.9,0.01,3,20.0
fairbanks,70261026411,2024-03-17,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",11.4,1.6,991.4,8.1,5.5,12.0,19.9,-2.0,0.03,3,27.0
fairbanks,70261026411,2024-03-18,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",12.2,2.1,2.6,10.0,2.5,5.1,19.9,7.0,0.0,3,25.0
fairbanks,70261026411,2024-03-19,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",9.1,0.2,15.0,10.0,1.5,6.0,33.1,-2.0,0.0,3,44.0
fairbanks,70261026411,2024-03-20,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",19.8,11.2,5.8,10.0,2.4,6.0,37.9,-2.0,0.0,3,33.0
fairbanks,70261026411,2024-03-21,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",21.5,12.5,2.4,10.0,1.6,6.0,42.1,6.1,0.0,3,40.0
fairbanks,70261026411,2024-03-22,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",26.9,16.7,995.1,10.0,1.0,4.1,46.0,9.0,0.0,3,31.0
fairbanks,70261026411,2024-03-23,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",29.9,18.4,992.8,10.0,1.6,6.0,50.0,10.9,0.0,3,34.0
fairbanks,70261026411,2024-03-24,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",33.8,21.3,978.5,10.0,2.0,5.1,50.0,12.0,0.0,3,36.0
fairbanks,70261026411,2024-03-25,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",33.0,20.8,975.7,10.0,1.4,6.0,51.1,18.0,0.0,3,38.0
fairbanks,70261026411,2024-03-26,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",31.7,21.8,983.4,10.0,0.2,5.1,46.9,19.9,0.0,3,32.0
fairbanks,70261026411,2024-03-27,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",33.8,23.9,990.8,10.0,3.0,8.0,48.9,18.0,0.0,3,27.0
fairbanks,70261026411,2024-03-28,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",32.1,25.6,994.7,6.8,1.5,5.1,37.9,28.0,0.02,3,29.0
